Q1000070	b'Myron V. George'
Q3241372	b'Linda Schuyler'
Q3241881	b'Lionel Guyon'
Q3242826	b'Abdulhadi al-Khawaja'
Q324505	b'Alphonso Jackson'
Q324546	b'Marco Rubio'
Q324564	b'Hajim al-Hassani'
Q324570	b'Scipio Colombo'
Q324719	b'Strom Thurmond'
Q324726	b'Mac Miller'
Q3248106	b'Wil Albeda'
Q324920	b'Danny Saucedo'
Q324955	b'Hitachiyama Taniemon'
Q324956	b'Conrad Hilton'
Q3249625	b'Waheed Murad'
Q324970	b'John Sherman Cooper'
Q324998	b'Pierre-Jean de B\xc3\xa9ranger'
Q32500	b'Charles V, Holy Roman Emperor'
Q325118	b'Leonhard Seppala'
Q32522	b'Jennifer Aniston'
Q325234	b'Karol Marcinkowski'
Q325240	b'Jos\xc3\xa9 Castellanos Contreras'
Q325396	b'Judd Apatow'
Q325403	b'Aneurin Bevan'
Q325487	b'Mike Wallace'
Q325536	b'Clarence Knickman'
Q325552	b'Jean-Baptiste Bienvenu-Martin'
Q325679	b'Uri Avnery'
Q3257526	b'Lloyd Honeyghan'
Q3258760	b'Lola Dewaere'
Q325906	b'Agrippa Postumus'
Q3259545	b'Lori Saunders'
Q325960	b'Phil Crane'
Q32608	b'Alice Bela\xc3\xafdi'
Q326145	b'Gustave de Beaumont'
Q326150	b'Columbus Delano'
Q32620	b'Tulsi Gabbard'
Q326234	b'Rube Waddell'
Q3263669	b'Louise Beavers'
Q3264399	b'Goldsworthy Lowes Dickinson'
Q326441	b'Grigoris Makos'
Q326480	b'Joel Obi'
Q326679	b'Robert Woolsey'
Q32681	b'Frans Timmermans'
Q326878	b'Ty Hardin'
Q326923	b'Ali Haydar \xc5\x9een'
Q327002	b'Stephen D. Lee'
Q3270031	b'L\xc3\xa9a Roback'
Q3270084	b'Anwar ul-Haq Ahady'
Q3270138	b'Theresa Fu'
Q327109	b'Jan Six'
Q3271705	b'L\xc3\xa9onie La Fontaine'
Q327229	b'Bernard Fresson'
Q3272513	b'Fiona Sit'
Q3272963	b'Saifuddin Azizi'
Q32732	b'Malala Yousafzai'
Q3273740	b'Daisuke Ban'
Q3273781	b'Mabel Van Buren'
Q327382	b'Miguel Garc\xc3\xada Granados'
Q327479	b'Jukka Raitala'
Q3275324	b'Simone Le Bargy'
Q327536	b'Nathan Redmond'
Q3275840	b'Mademoiselle Ambroisine'
Q327643	b'Kabir Stori'
Q3276516	b'Kouhei Takeda'
Q327674	b'Arvo Tuominen'
Q327716	b'Hugo Swire'
Q327738	b'J\xc3\xb3zef Simmler'
Q3277861	b'Mahnaz Mohammadi'
Q327828	b'Robert Sterling'
Q327898	b'Isaac Parker'
Q327957	b'Joseph Le Bon'
Q32812	b'Tryggve Gran'
Q328197	b'Thomas Sumter'
Q328245	b'Karol Lanckoro\xc5\x84ski'
Q328269	b'Frederick Weld'
Q328331	b'Fevzi \xc3\x87akmak'
Q328343	b'Nikolay Bordyuzha'
Q328479	b'Jamie Ward'
Q328492	b'Maks Bajc'
Q328508	b'Roy Romer'
Q328728	b'Robert Stephenson'
Q3288585	b'Stan Freberg'
Q3288614	b'Marcel Amont'
Q328862	b'Eug\xc3\xa8ne Schaus'
Q328881	b'Marcelle Lentz-Cornette'
Q328892	b'Rory Stewart'
Q328907	b'Robert Krieps'
Q3290681	b'Marguerite Bellanger'
Q3290693	b'Marguerite Churchill'
Q3291914	b'Mike Amigorena'
Q329231	b'Augustin-Norbert Morin'
Q3292443	b'Marie Cico'
Q329262	b'Janusz \xc5\x9aniadek'
Q3292632	b'Marie Lacoste G\xc3\xa9rin-Lajoie'
Q3292975	b'Marie van Zandt'
Q3293222	b'Marine Vacth'
Q329331	b'Theo Koritzinsky'
Q3293960	b'Marjorie Reynolds'
Q3293969	b'Marjory Stoneman Douglas'
Q3294016	b'Mark Bunker'
Q329475	b'Charles Vilain XIIII'
Q329498	b'Cornelis Rudolphus Theodorus Krayenhoff'
Q329524	b'Gary Medel'
Q3295771	b'Calpernia Addams'
Q329577	b'Victor McLaglen'
Q3295932	b'Martyn Green'
Q3296160	b'Mary Church Terrell'
Q3296190	b'Mary Hart'
Q3296222	b'Mary Nash'
Q3296334	b'Maryse Hilsz'
Q3296435	b'Mar\xc3\xada Esteve'
Q32968	b'Toshiko Takeya'
Q329734	b'Brad Dourif'
Q329798	b'Tom Courtenay'
Q3298076	b'Juan Carlos Osorio'
Q329832	b'Henry Clay Ide'
Q329843	b'John Hampden'
Q3298653	b'Mar\xc3\xada Fernanda Morales'
Q329897	b'David Henry Hwang'
Q329	b'Nicolas Sarkozy'
Q330092	b'Abraham J. Hostetler'
Q3301567	b'Maurice de F\xc3\xa9raudy'
Q330165	b'Howard Metzenbaum'
Q330197	b'Abraham L. Brick'
Q3302014	b'Max Baer Jr.'
Q330316	b'Abraham Mateo'
Q33031	b'Vojislav Ko\xc5\xa1tunica'
Q3303281	b'John Heisman'
Q3304418	b'Meghan Markle'
Q3304507	b'Maria Filotti'
Q3305083	b'Melinda Shankar'
Q3305121	b'Marie Walcamp'
Q330528	b'Abraham Rattner'
Q330537	b'Abraham Rencher'
Q3305871	b'Dave Willis'
Q3306447	b'Meredith MacRae'
Q330671	b'Rashid Bakr'
Q33072	b'Graham Bonney'
Q3307854	b'Mia Hansen-L\xc3\xb8ve'
Q3308007	b'Michael B. Jordan'
Q330840	b'Charles McGraw'
Q33084679	b'Geraldine Morgan Thompson'
Q330970	b'Anushka Shetty'
Q3310170	b'Ross Alexander'
Q331023	b'A. Piatt Andrew'
Q331035	b'Abram Comingo'
Q331050	b'Dhanush'
Q331120	b'Nick Cravat'
Q331151	b'Rikard Norling'
Q331155	b'Shruti Haasan'
Q331195	b'Andrew Goodman'
Q331244	b'Claude Pepper'
Q331251	b'Renaat Van Elslande'
Q331268	b'James William Good'
Q331302	b'John Murray, 1st Duke of Atholl'
Q3313116	b"Mika'ela Fisher"
Q331323	b'William Shirley'
Q331401	b'Rex Tillerson'
Q3314333	b'Millicent Hearst'
Q331461	b'Tito Larriva'
Q3314869	b'Sterling Campbell'
Q3315520	b'Minkhaung I'
Q3315530	b'Minna Haapkyl\xc3\xa4'
Q331575	b'Isabella of Portugal'
Q331702	b'Abdul Rashid Dostum'
Q331707	b'Ekmeleddin \xc4\xb0hsano\xc4\x9flu'
Q331719	b'Bob Corker'
Q331728	b'Larry the Cable Guy'
Q331742	b'George McGovern'
Q331748	b'Tommy Lee'
Q331838	b'Michael Steele'
Q331893	b'N. F. S. Grundtvig'
Q331904	b'Steve Bruce'
Q3319139	b'Mohammad-Reza Foroutan'
Q3320043	b'Mona Darkfeather'
Q332032	b'Alice Cooper'
Q332064	b'Juan Alberto Schiaffino'
Q332111	b'Francisco Moraz\xc3\xa1n'
Q3321307	b'Monroe Salisbury'
Q332177	b'Ram\xc3\xb3n Power y Giralt'
Q3322193	b'Hugo del Carril'
Q332284	b'Henry Cary, 1st Viscount Falkland'
Q3323051	b'Francisco Frutos'
Q332314	b'Michael Heseltine'
Q332320	b'Alexandre Glais-Bizoin'
Q332336	b'Alan Johnson'
Q332365	b'Ernest Bevin'
Q332374	b'Liam Fox'
Q3323951	b'Morey Amsterdam'
Q332405	b'Stafford Cripps'
Q332412	b'Tony Benn'
Q3324210	b"Jay Laga'aia"
Q332426	b'George Brydges Rodney, 1st Baron Rodney'
Q332435	b'Edward Coke'
Q332442	b'Sidney Webb, 1st Baron Passfield'
Q332449	b'William Blackstone'
Q332460	b'Keir Hardie'
Q332464	b'Banastre Tarleton'
Q332470	b'Henry St John, 1st Viscount Bolingbroke'
Q332483	b'George Galloway'
Q332485	b'Silvia Pinal'
Q332487	b'Philip Stanhope, 4th Earl of Chesterfield'
Q332493	b'George Osborne'
Q332499	b'Robert Harley, 1st Earl of Oxford and Earl Mortimer'
Q332508	b'John Bowring'
Q332521	b'George Spencer, 2nd Earl Spencer'
Q332535	b'Sergei Bulgakov'
Q332580	b'Thomas Hughes'
Q332603	b'James Stanhope, 1st Earl Stanhope'
Q332616	b'Richard Howe, 1st Earl Howe'
Q332620	b'Ranjit Singh'
Q332623	b'Samuel Hood, 1st Viscount Hood'
Q332626	b'Francesco Crispi'
Q332634	b'George Byng, 1st Viscount Torrington'
Q332650	b'Stafford Northcote, 1st Earl of Iddesleigh'
Q332672	b'Thomas Erskine, 1st Baron Erskine'
Q332685	b'Joseph Hume'
Q332712	b'Thomas Milner Gibson'
Q332717	b'Ferdinand II of the Two Sicilies'
Q332731	b'Frederic Thesiger, 1st Baron Chelmsford'
Q332732	b'Nikolai Rezanov'
Q332738	b'John Campbell, 1st Baron Campbell'
Q332746	b'Michael Hicks Beach, 1st Earl St Aldwyn'
Q332751	b'Ellen Wilkinson'
Q332789	b'Edward Stanley, 15th Earl of Derby'
Q3328110	b'Muriel Boucher-Zazoui'
Q332923	b'William Russell, Lord Russell'
Q332933	b'Lord George Bentinck'
Q332950	b'Charles Kennedy'
Q332965	b'Henry John Rous'
Q332968	b'Susan Kramer, Baroness Kramer'
Q332972	b'Augustus Keppel, 1st Viscount Keppel'
Q332981	b'Charles Hanbury Williams'
Q332987	b'Philip Hammond'
Q333003	b'Edward Blake'
Q333004	b'John Buchan'
Q333012	b'Justine Greening'
Q333019	b'Thomas Inskip, 1st Viscount Caldecote'
Q333028	b'Enoch Powell'
Q333041	b'Henry Grattan'
Q333072	b'Richard Cobden'
Q333080	b'Selwyn Lloyd'
Q333086	b'Lope de Barrientos'
Q333091	b'John Simon, 1st Viscount Simon'
Q333098	b'Sir Robert Cotton, 1st Baronet, of Connington'
Q333102	b'Thomas Denman, 1st Baron Denman'
Q333106	b'Hilaire Belloc'
Q333111	b'George Robinson, 1st Marquess of Ripon'
Q333117	b'James Broun-Ramsay, 1st Marquess of Dalhousie'
Q333120	b'Lord George Gordon'
Q333121	b'Patrick Buchan-Hepburn, 1st Baron Hailes'
Q333127	b'John Wilkes'
Q333129	b'Johan Ferrier'
Q333136	b'John Copley, 1st Baron Lyndhurst'
Q333141	b'Rhodri Morgan'
Q3331486	b'Myra Keaton'
Q333148	b'Richard Steele'
Q333158	b'Donald Dewar'
Q333165	b'Peter Hain'
Q333182	b'Iain Macleod'
Q333187	b'Karel Gott'
Q333199	b'Tim Healy (politician)'
Q333216	b'Augustine Birrell'
Q333220	b'Henry Brougham, 1st Baron Brougham and Vaux'
Q333233	b'Charles Monck, 4th Viscount Monck'
Q333238	b'James Brydges, 1st Duke of Chandos'
Q333244	b'Norman Birkett, 1st Baron Birkett'
Q333245	b'Vere Ponsonby, 9th Earl of Bessborough'
Q333250	b'Shirley Williams'
Q333256	b'Hugh Grosvenor, 1st Duke of Westminster'
Q333261	b'Andrew Mitchell'
Q333281	b'John Spencer, 5th Earl Spencer'
Q333283	b'Nick Herbert'
Q333294	b'Anthony Ashley-Cooper, 7th Earl of Shaftesbury'
Q333336	b'Albert Grey, 4th Earl Grey'
Q333339	b'John Pakington, 1st Baron Hampton'
Q333347	b'George Spencer-Churchill, 5th Duke of Marlborough'
Q333354	b'Charles Wood, 1st Viscount Halifax'
Q333368	b'Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry'
Q333370	b'Edward Horsman'
Q333376	b'Walter Runciman, 1st Viscount Runciman of Doxford'
Q333405	b'Perry Como'
Q333411	b'Ilia Chavchavadze'
Q333413	b'Roundell Palmer, 1st Earl of Selborne'
Q333426	b'Edward Wood, 1st Earl of Halifax'
Q333449	b'William Eden, 1st Baron Auckland'
Q333459	b'Alan Milburn'
Q333461	b'John Reid, Baron Reid of Cardowan'
Q333469	b'Sir George Staunton, 2nd Baronet'
Q333475	b'Mel Ferrer'
Q333487	b'Malcolm Rifkind'
Q3335003	b'Nad\xc3\xa8ge Lacroix'
Q3335126	b'Pentti Irjala'
Q333519	b'John Morley'
Q333543	b'James Purnell'
Q333544	b'Bob Saget'
Q3335546	b"Nance O'Neil"
Q333560	b'Edward Hawke, 1st Baron Hawke'
Q333582	b'Manny Shinwell'
Q333589	b'Ichir\xc5\x8d Hatoyama'
Q333591	b'Alfred Mond, 1st Baron Melchett'
Q333595	b'Ricardo Montalb\xc3\xa1n'
Q333605	b'Lionel de Rothschild'
Q3336284	b'Nat Ayer'
Q333641	b'J. M. Robertson'
Q333656	b'Don Dixon, Baron Dixon'
Q333662	b'Thomas Osborne, 1st Duke of Leeds'
Q333663	b'David Laws'
Q333673	b'William Waller'
Q333683	b'F. E. Smith, 1st Earl of Birkenhead'
Q333710	b'Reginald McKenna'
Q333732	b'James Mackintosh'
Q333737	b'Lyon Playfair, 1st Baron Playfair'
Q333744	b'George Nugent-Temple-Grenville, 1st Marquess of Buckingham'
Q333772	b'Charles Montagu, 1st Earl of Halifax'
Q3337866	b'Nejib Belkadhi'
Q333787	b'Roger Keyes, 1st Baron Keyes'
Q3337936	b'Nelly Roussel'
Q333804	b'Hugh Cairns, 1st Earl Cairns'
Q333808	b'Sir George Trevelyan, 2nd Baronet'
Q333821	b'Emmanuel de Grouchy, marquis de Grouchy'
Q333831	b'Henry Northcote, 1st Baron Northcote'
Q333833	b'Franco Frattini'
Q333839	b'William Tyssen-Amherst, 1st Baron Amherst of Hackney'
Q333847	b'David Steel'
Q333855	b'Herbert Austin, 1st Baron Austin'
Q333879	b'Charles Gordon-Lennox, 7th Duke of Richmond'
Q33391	b'Leon Trotsky'
Q333933	b'George Sutherland-Leveson-Gower, 3rd Duke of Sutherland'
Q333937	b'Michael Gove'
Q333972	b'Ignaz Trebitsch-Lincoln'
Q333974	b'Arthur Guinness, 1st Baron Ardilaun'
Q333983	b'Sir James Graham, 2nd Baronet'
Q333986	b'Francis Maude'
Q333994	b'Warren Hastings'
Q334020	b'Hardinge Giffard, 1st Earl of Halsbury'
Q334027	b'Charles Russell, Baron Russell of Killowen'
Q3340474	b'Nicolas Koretzky'
Q334053	b'Granville Leveson-Gower, 2nd Earl Granville'
Q334057	b'Henry Fawcett'
Q334063	b'Spencer Cavendish, 8th Duke of Devonshire'
Q334067	b'Charles Stanhope, 3rd Earl Stanhope'
Q334078	b'Richard Haldane, 1st Viscount Haldane'
Q334080	b'Alexander William Kinglake'
Q334084	b'Thomas Grenville'
Q334102	b'Jeremy Thorpe'
Q3341050	b'Nicole Germain'
Q334125	b'Sir Robert Inglis, 2nd Baronet'
Q334136	b'John Wodehouse, 3rd Earl of Kimberley'
Q334140	b'Kara Mustafa Pasha'
Q334155	b'Sadiq Khan'
Q334170	b'Giampaolo Morelli'
Q334180	b'Xavier Cugat'
Q334187	b'George Peabody Gooch'
Q334196	b'Philip Henry Stanhope, 4th Earl Stanhope'
Q334200	b'Christian Krohg'
Q334207	b'Francis Burdett'
Q334210	b'Reginald Brett, 2nd Viscount Esher'
Q334239	b'Thomas Wakley'
Q334251	b'Richard Webster, 1st Viscount Alverstone'
Q334284	b'Benjamin Guinness'
Q334288	b'Jello Biafra'
Q334290	b'Samuel Montagu, 1st Baron Swaythling'
Q334297	b'Pak Hon-yong'
Q334374	b'David Urquhart'
Q334381	b'Edward Cardwell, 1st Viscount Cardwell'
Q3343846	b'Normand Brathwaite'
Q334388	b'Sam Allardyce'
Q334392	b'John Young, 1st Baron Lisgar'
Q334396	b'Henry Labouch\xc3\xa8re'
Q334429	b'Henry Wellesley, 3rd Duke of Wellington'
Q334436	b'George Cave, 1st Viscount Cave'
Q334459	b'Horatio Bottomley'
Q334511	b'Rennell Rodd, 1st Baron Rennell'
Q3345518	b'Suriya'
Q334557	b'Robert Boothby, Baron Boothby'
Q334614	b'Richard Monckton Milnes, 1st Baron Houghton'
Q334619	b'Matthew Etherington'
Q334766	b'Chintila'
Q334783	b'Gundemar'
Q334846	b'Edmund Allenby, 1st Viscount Allenby'
Q334861	b'Almanzor'
Q334890	b'Sofiane Feghouli'
Q334919	b'Benyamin Bahadori'
Q334920	b'Ben Lee'
Q334973	b'Hugues Felicit\xc3\xa9 Robert de Lamennais'
Q334974	b'Julian Byng, 1st Viscount Byng of Vimy'
Q334980	b'Arthur Tedder, 1st Baron Tedder'
Q334990	b'Bernard Freyberg, 1st Baron Freyberg'
Q334993	b'Eugene V. Debs'
Q334994	b'Thomas Cochrane, 10th Earl of Dundonald'
Q335008	b'Frederick Roberts, 1st Earl Roberts'
Q335013	b'David Beatty, 1st Earl Beatty'
Q3350159	b'Olav Hindahl'
Q335028	b'John Jellicoe, 1st Earl Jellicoe'
Q335033	b'William Slim, 1st Viscount Slim'
Q3350422	b'Olga Karlatos'
Q335049	b'William Beveridge'
Q335059	b'John French, 1st Earl of Ypres'
Q335091	b'Alexander Cambridge, 1st Earl of Athlone'
Q335106	b'George Monck, 1st Duke of Albemarle'
Q3351160	b'R. D. Burman'
Q335133	b'Henry Paget, 1st Marquess of Anglesey'
Q335138	b'FitzRoy Somerset, 1st Baron Raglan'
Q335165	b'Osceola'
Q3351697	b'Puneeth Rajkumar'
Q335173	b'Edward Hyde, 1st Earl of Clarendon'
Q335178	b'John Hope, 7th Earl of Hopetoun'
Q335182	b'Edward Montagu, 1st Earl of Sandwich'
Q335187	b'Edward Grey, 1st Viscount Grey of Fallodon'
Q335193	b'Alfred Harmsworth, 1st Viscount Northcliffe'
Q335198	b'Kantar\xc5\x8d Suzuki'
Q335205	b'Richard Wellesley, 1st Marquess Wellesley'
Q335218	b'Herbert Samuel, 1st Viscount Samuel'
Q335230	b'James Bruce, 8th Earl of Elgin'
Q335248	b'Edmund Ironside, 1st Baron Ironside'
Q3352541	b'Ond\xc5\x99ej Trojan'
Q335254	b'John Jervis, 1st Earl of St Vincent'
Q335260	b'Antony Armstrong-Jones, 1st Earl of Snowdon'
Q335273	b'Jayavarman VII'
Q335280	b'George Savile, 1st Marquess of Halifax'
Q335286	b'Henry Scott, 3rd Duke of Buccleuch'
Q335310	b'Richard Casey, Baron Casey'
Q335323	b'William Morrison, 1st Viscount Dunrossil'
Q335334	b'Adam Duncan, 1st Viscount Duncan'
Q335338	b'Edward Pellew, 1st Viscount Exmouth'
Q335342	b'John Wodehouse, 1st Earl of Kimberley'
Q335347	b'Archibald Campbell, 3rd Duke of Argyll'
Q335358	b'William Herbert, 3rd Earl of Pembroke'
Q335368	b'Charles Gordon-Lennox, 5th Duke of Richmond'
Q335374	b'Hugh FitzRoy, 11th Duke of Grafton'
Q335388	b'William Ward, 2nd Earl of Dudley'
Q335394	b'Charles Lennox, 4th Duke of Richmond'
Q335406	b'John Russell, 4th Duke of Bedford'
Q335412	b'George Calvert, 1st Baron Baltimore'
Q335472	b'Haji Baba Sheikh'
Q335480	b'Maurice Hankey, 1st Baron Hankey'
Q335493	b'Robert Bulwer-Lytton, 1st Earl of Lytton'
Q335495	b'Ismail Gaspirali'
Q335507	b'David Puttnam'
Q335513	b'James Hamilton, 1st Duke of Abercorn'
Q335525	b'Acamapichtli'
Q335529	b'Frederick Spencer, 4th Earl Spencer'
Q335530	b'Michael Ashcroft'
Q335542	b'Oliver Russell, 2nd Baron Ampthill'
Q335550	b'Henry Bruce, 1st Baron Aberdare'
Q335570	b'Thomas Powys, 4th Baron Lilford'
Q335577	b'John Campbell, 4th Duke of Argyll'
Q335583	b'William Cavendish-Bentinck, 7th Duke of Portland'
Q335657	b'William Onslow, 4th Earl of Onslow'
Q335697	b'Anthony Albanese'
Q335734	b'\xc3\x9eur\xc3\xad\xc3\xb0ur Backman'
Q335735	b'Willoughby Norrie, 1st Baron Norrie'
Q335754	b'Edward Smith-Stanley, 13th Earl of Derby'
Q335760	b'Robert Winston'
Q335762	b'Pat Riley'
Q3357661	b'Otis Skinner'
Q335779	b'George Bingham, 3rd Earl of Lucan'
Q335786	b'Charles Canning, 1st Earl Canning'
Q335793	b'William Hamilton, 2nd Duke of Hamilton'
Q335804	b'Murdoch Stewart, Duke of Albany'
Q335807	b'Ron Asheton'
Q335869	b'James Chichester-Clark'
Q335877	b'Frederick Dainton, Baron Dainton'
Q335930	b'David Neuberger, Baron Neuberger of Abbotsbury'
Q335965	b'Hallam Tennyson, 2nd Baron Tennyson'
Q335977	b'Alois von Reding'
Q335979	b'Ludovic Stewart, 2nd Duke of Lennox'
Q335981	b'John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair'
Q335994	b'Hugh Gough, 1st Viscount Gough'
Q336002	b'Anthony Ashley Cooper, 1st Earl of Shaftesbury'
Q336016	b'Oswald of Northumbria'
Q336040	b'Herbert Plumer, 1st Viscount Plumer'
Q3360601	b'Demba Traor\xc3\xa9'
Q336065	b'Hugh Trenchard, 1st Viscount Trenchard'
Q336077	b'Garnet Wolseley, 1st Viscount Wolseley'
Q336131	b'Scott Speedman'
Q336138	b'Charles Abbott, 1st Baron Tenterden'
Q336163	b'Susan Greenfield, Baroness Greenfield'
Q3362371	b'Shapurji Saklatvala'
Q3362415	b'Magda von Dolcke'
Q336243	b'Edward Douglas-Scott-Montagu, 3rd Baron Montagu of Beaulieu'
Q336268	b'Frederic Thesiger, 1st Viscount Chelmsford'
Q336280	b'Gilbert Elliot-Murray-Kynynmound, 4th Earl of Minto'
Q336285	b'Thomas Remengesau Jr.'
Q336344	b'Cosmo Gordon Lang'
Q336352	b'Lord Berners'
Q33635	b'Hema Malini'
Q336362	b'William Wallace, Baron Wallace of Saltaire'
Q336363	b'Ali Larijani'
Q336374	b'Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava'
Q336404	b'James Lindsay, 26th Earl of Crawford'
Q336421	b'Robert Crewe-Milnes, 1st Marquess of Crewe'
Q336425	b'Sarah Ludford, Baroness Ludford'
Q336430	b'Richard Fletcher-Vane, 2nd Baron Inglewood'
Q336437	b'John Lambton, 1st Earl of Durham'
Q336442	b'William Birdwood'
Q336455	b'Sayeeda Warsi, Baroness Warsi'
Q336485	b'Rowland Hill, 1st Viscount Hill'
Q336487	b'Evelyn Baring, 1st Earl of Cromer'
Q336493	b'Istv\xc3\xa1n Tisza'
Q336497	b'James Bryce, 1st Viscount Bryce'
Q336507	b'Charles Lyttelton, 10th Viscount Cobham'
Q336529	b'Charles Townshend, 2nd Viscount Townshend'
Q3365684	b'\xc3\x89douard Du Puy'
Q336569	b'Michael Ramsey'
Q336599	b'Bart De Wever'
Q336640	b'David Byrne'
Q336657	b'Alexander Hamilton, 10th Duke of Hamilton'
Q336690	b'Edward Guinness, 1st Earl of Iveagh'
Q336697	b'John Maitland, 1st Duke of Lauderdale'
Q336707	b'Thomas Graham, 1st Baron Lynedoch'
Q3367084	b'Parviz Sayyad'
Q336712	b'Hiram McCullough'
Q336713	b'James Ogilvy, 4th Earl of Findlater'
Q336721	b'James Stanley, 7th Earl of Derby'
Q336732	b'Henry Brand, 1st Viscount Hampden'
Q336770	b'Gale W. McGee'
Q336809	b'James Craig, 1st Viscount Craigavon'
Q3368540	b'Pat Hickey'
Q336865	b'Basil Rathbone'
Q336872	b'James Augustus Stewart'
Q336875	b'Archibald Campbell Tait'
Q336876	b'Edward Levy-Lawson, 1st Baron Burnham'
Q336877	b'Raymond Burr'
Q336887	b'John W. Crisfield'
Q3368990	b'Patrice Maktav'
Q3369004	b'Patrice Munsel'
Q336901	b'Antonio C\xc3\xa1novas del Castillo'
Q3369055	b'Patrice Wymore'
Q336929	b'John McKeon'
Q3369359	b'Patrick Cordier'
Q336953	b'John Hope, 4th Earl of Hopetoun'
Q336961	b'Ed Nijpels'
Q336976	b'Archibald Hamilton, 9th Duke of Hamilton'
Q337004	b'Donald Smith, 1st Baron Strathcona and Mount Royal'
Q337020	b'Paul Drayson, Baron Drayson'
Q337036	b'Spencer Compton, 2nd Earl of Northampton'
Q3370764	b'Paul Burani'
Q337089	b'Peter Frampton'
Q3370982	b'Paul Darrow'
Q3371512	b'Michael Romanoff'
Q337151	b'Helena Kennedy, Baroness Kennedy of The Shaws'
Q337156	b'Andrew Adonis, Baron Adonis'
Q3371674	b'Paul Legrand'
Q337185	b'Audie Murphy'
Q3371884	b'Paul Mounet'
Q3371986	b'Jordan Peele'
Q3372230	b'Clio-Danae Othoneou'
Q337380	b'Hugh Gaitskell'
Q337386	b'Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne'
Q337407	b'Michael Thomas Bass'
Q3374172	b'Pee-wee Herman'
Q337436	b'Sanz\xc5\x8d Nosaka'
Q337437	b'John Pym'
Q337448	b'Henri Lansbury'
Q337453	b'Chris Grayling'
Q337459	b'William Adamson'
Q337479	b'August Kowalczyk'
Q337488	b"Feargus O'Connor"
Q337493	b'Richard Whittington'
Q337499	b'Sir John Sinclair, 1st Baronet'
Q337508	b'Melvin Belli'
Q337515	b'John Burns'
Q337525	b'George Elphinstone, 1st Viscount Keith'
Q337563	b'Vera Baird'
Q337568	b'Greg Mulholland'
Q337595	b'Sidney Herbert, 1st Baron Herbert of Lea'
Q33760	b'Bertrand Russell'
Q337615	b'Charles Howard, 10th Earl of Carlisle'
Q337623	b'Marco Verratti'
Q337630	b'George Howard, 9th Earl of Carlisle'
Q3376497	b'Harald Stormoen'
Q337676	b'Thomas de Grey, 2nd Earl de Grey'
Q3376823	b'Peter Pratt'
Q337691	b'Thomas Brassey, 1st Earl Brassey'
Q337713	b'Jovan Belimarkovi\xc4\x87'
Q337714	b'Edward Sackville, 4th Earl of Dorset'
Q337728	b'Allen Bathurst, 1st Earl Bathurst'
Q337737	b'John Scott, 1st Earl of Eldon'
Q337755	b'Moussa Koussa'
Q337761	b'Charles Sackville, 6th Earl of Dorset'
Q337771	b'Thomas Baring, 1st Earl of Northbrook'
Q337783	b'William Arrol'
Q3378143	b'Jeanne de Tramcourt'
Q337822	b'Vernon Hartshorn'
Q337849	b'Jos\xc3\xa9 Lutzenberger'
Q337864	b'Thomas Pelham, 2nd Earl of Chichester'
Q337886	b'Berend-Jan van Voorst tot Voorst'
Q3379009	b'Philip Friend'
Q338013	b'George FitzRoy, 4th Duke of Grafton'
Q3380527	b'Philippe Peythieu'
Q3381095	b'Phillip Reed'
Q338114	b'Sir Charles Dilke, 2nd Baronet'
Q338203	b'Gar\xc3\xb0ar Th\xc3\xb3r Cortes'
Q338252	b'John George Dodson, 1st Baron Monk Bretton'
Q338284	b'Charles Howard, 1st Earl of Carlisle'
Q338595	b'Gus Poyet'
Q33866	b'Theodore Roosevelt'
Q3386979	b'Pierre Semard'
Q3388753	b'Pink Man'
Q3388972	b'Piotr Nowina-Konopka'
Q338899	b'Juan Jos\xc3\xa9 Haedo'
Q338900	b'Florencio Harmodio Arosemena'
Q339040	b'Clifford Campbell'
Q339046	b'Mark Kirk'
Q3391561	b'Regina Linnanheimo'
Q339232	b'Rangsit Prayurasakdi'
Q33933	b'Operation Entebbe'
Q3393944	b'Pokey Chatman'
Q339428	b'Viktor R\xc3\xa1kosi'
Q3395373	b'Dimitar Rizov'
Q3395525	b'Jo Brand'
Q339581	b'Aleksey Batalov'
Q3395911	b'Pom Klementieff'
Q339690	b'Lianne Sanderson'
Q3397928	b'Popeck'
Q3398990	b'Frances Alda'
Q340123	b'Victoria Song'
Q3401298	b'Prakash Jha'
Q34012	b'Marlon Brando'
Q340196	b'Bobby Rydell'
Q340260	b'Achille Zavatta'
Q3404769	b'Andy Morrell'
Q34060	b'Yitzhak Rabin'
Q3406287	b'Abraham Charit\xc3\xa9'
Q34063	b'Jos\xc3\xa9 Gaspar Rodr\xc3\xadguez de Francia'
Q3407316	b'Prokopis Pavlopoulos'
Q34086	b'Justin Bieber'
Q34091	b'Mae Jemison'
Q34105	b'Hosni Mubarak'
Q3418267	b'Ralph Ince'
Q34184371	b'Alma Lutz'
Q34189	b'Pablo Neruda'
Q34211	b'Yasser Arafat'
Q3421679	b'Rebbetzin'
Q342246	b'Dean Ashton'
Q342282	b'Jake Livermore'
Q342302	b'Acquanetta'
Q3423469	b'Regina Bianchi'
Q342392	b'Francisco Jim\xc3\xa9nez de Cisneros'
